Order ID,Customer Name,Segment,Order Date,State,Postal Code,Category,Ship Date,Days to Ship,Quantity,Sales
CA-2019-135090,Susan Pistek,Consumer,22-Nov-19,California,90036,Office Supplies,26-Nov-19,4,9,$53.8
US-2019-112200,Tony Chapman,Home Office,22-Nov-19,Illinois,60440,Office Supplies,28-Nov-19,6,5,$10.0
CA-2019-102274,Dave Hallsten,Corporate,21-Nov-19,Kentucky,40475,Office Supplies,26-Nov-19,5,12,$828.5
,,,,,,Technology,26-Nov-19,5,1,$37.0
CA-2019-103401,Georgia Rosenberg,Corporate,21-Nov-19,California,94110,Office Supplies,26-Nov-19,5,2,$13.0
CA-2019-154781,Steve Carroll,Home Office,21-Nov-19,California,94110,Office Supplies,26-Nov-19,5,2,$6.6
,,,,,,Technology,26-Nov-19,5,1,$95.0
US-2019-168501,Jason Klamczynski,Corporate,21-Nov-19,Texas,75220,Office Supplies,27-Nov-19,6,1,$1.6
,,,,,,Technology,27-Nov-19,6,5,$268.0
CA-2019-140396,Katharine Harms,Corporate,20-Nov-19,New York,10024,Office Supplies,25-Nov-19,5,10,$73.6
,,,,,,Technology,25-Nov-19,5,6,$833.9
CA-2019-100972,Dennis Bolton,Home Office,19-Nov-19,Utah,84106,Office Supplies,24-Nov-19,5,3,$166.4
CA-2019-128062,Alan Dominguez,Home Office,19-Nov-19,Pennsylvania,19134,Office Supplies,22-Nov-19,3,1,$5.9
CA-2019-144624,John Murray,Consumer,19-Nov-19,New York,14701,Technology,23-Nov-19,4,7,"$4,548.8"
CA-2019-150518,Mitch Webber,Consumer,19-Nov-19,Minnesota,55433,Office Supplies,24-Nov-19,5,4,$221.2
,,,,,,Technology,24-Nov-19,5,3,$282.0
CA-2019-158274,Robert Marley,Home Office,19-Nov-19,Louisiana,71203,Technology,24-Nov-19,5,11,$682.9
US-2019-123183,Georgia Rosenberg,Corporate,19-Nov-19,Delaware,19805,Furniture,25-Nov-19,6,6,"$1,025.9"
,,,,,,Office Supplies,25-Nov-19,6,15,$245.5
US-2019-149034,Ruben Dartt,Consumer,19-Nov-19,Pennsylvania,19120,Technology,21-Nov-19,2,1,$47.5
CA-2019-104829,John Grady,Corporate,18-Nov-19,Utah,84604,Office Supplies,21-Nov-19,3,7,$22.0
CA-2019-115336,Ann Blume,Corporate,18-Nov-19,Illinois,60623,Office Supplies,25-Nov-19,7,5,$14.5
CA-2019-124702,Maya Herman,Corporate,18-Nov-19,Washington,98105,Furniture,25-Nov-19,7,6,$867.7
CA-2019-133809,MaryBeth Skach,Consumer,18-Nov-19,Ohio,45014,Office Supplies,23-Nov-19,5,8,$11.8
,,,,,,Technology,23-Nov-19,5,2,$9.6
CA-2019-141173,Julie Creighton,Corporate,18-Nov-19,Minnesota,55407,Office Supplies,20-Nov-19,2,5,$67.2
CA-2019-161032,Michael Kennedy,Corporate,18-Nov-19,Wisconsin,53132,Furniture,23-Nov-19,5,3,$392.9
CA-2019-163468,Joe Kamberova,Consumer,18-Nov-19,Illinois,60016,Furniture,21-Nov-19,3,12,$724.8
,,,,,,Office Supplies,21-Nov-19,3,8,$384.6
CA-2019-164210,Pierre Wener,Consumer,18-Nov-19,Colorado,80027,Furniture,20-Nov-19,2,2,$146.0
,,,,,,Office Supplies,20-Nov-19,2,4,$35.8
US-2019-159926,Carlos Soltero,Consumer,18-Nov-19,Pennsylvania,19140,Furniture,22-Nov-19,4,3,$60.3
,,,,,,Office Supplies,22-Nov-19,4,5,$129.7
,,,,,,Technology,22-Nov-19,4,6,$540.0
CA-2019-101833,Frank Gastineau,Home Office,17-Nov-19,New York,10024,Office Supplies,22-Nov-19,5,3,$34.4
CA-2019-119375,Yoseph Carroll,Corporate,17-Nov-19,Delaware,19711,Furniture,22-Nov-19,5,3,$124.4
,,,,,,Office Supplies,22-Nov-19,5,12,"$2,992.1"
CA-2019-128209,Greg Tran,Consumer,17-Nov-19,New York,14215,Furniture,22-Nov-19,5,10,"$4,007.8"
,,,,,,Office Supplies,22-Nov-19,5,3,"$2,152.8"
CA-2019-130869,Cassandra Brandow,Consumer,17-Nov-19,Texas,75104,Office Supplies,21-Nov-19,4,3,$7.1
CA-2019-140662,Thomas Seio,Corporate,17-Nov-19,California,94109,Office Supplies,19-Nov-19,2,10,$975.4
,,,,,,Technology,19-Nov-19,2,2,$100.0
CA-2019-145926,Mark Packer,Home Office,17-Nov-19,Minnesota,56560,Furniture,21-Nov-19,4,5,$479.9
CA-2019-159835,Randy Bradley,Consumer,17-Nov-19,Pennsylvania,19143,Furniture,24-Nov-19,7,5,$657.9
,,,,,,Office Supplies,24-Nov-19,7,2,$12.4
CA-2019-119144,Justin Deggeller,Corporate,16-Nov-19,California,90008,Furniture,18-Nov-19,2,3,$306.0
,,,,,,Office Supplies,18-Nov-19,2,3,$344.9
,,,,,,Technology,18-Nov-19,2,4,$80.0
CA-2019-149643,Rick Huthwaite,Home Office,16-Nov-19,Kansas,66502,Technology,20-Nov-19,4,2,$274.0
CA-2019-160066,Adam Hart,Corporate,16-Nov-19,California,92646,Office Supplies,22-Nov-19,6,2,$5.2
US-2019-139500,Alan Barnes,Consumer,16-Nov-19,Illinois,62521,Furniture,20-Nov-19,4,2,$37.3
US-2019-147704,Steven Roelle,Home Office,16-Nov-19,Indiana,47401,Office Supplies,21-Nov-19,5,20,$308.6
CA-2019-116407,Jamie Frazer,Consumer,15-Nov-19,Tennessee,37604,Office Supplies,21-Nov-19,6,9,$362.2
CA-2019-127558,Shahid Shariari,Consumer,15-Nov-19,California,90008,Furniture,18-Nov-19,3,3,$10.1
,,,,,,Office Supplies,18-Nov-19,3,2,$20.5
,,,,,,Technology,18-Nov-19,3,3,$772.5
CA-2019-128622,Scott Cohen,Corporate,15-Nov-19,California,94110,Office Supplies,17-Nov-19,2,3,$11.0
CA-2019-128888,Peter Bühler,Consumer,15-Nov-19,Texas,77095,Office Supplies,22-Nov-19,7,9,$604.7
CA-2019-125556,Maris LaWare,Consumer,14-Nov-19,Connecticut,06824,Office Supplies,16-Nov-19,2,10,$43.8
,,,,,,Technology,16-Nov-19,2,7,$832.9
CA-2019-151554,Candace McMahon,Corporate,14-Nov-19,Texas,77506,Office Supplies,15-Nov-19,1,4,$20.7
CA-2019-161634,Chris Cortes,Consumer,14-Nov-19,Virginia,23320,Office Supplies,20-Nov-19,6,5,$32.4
CA-2019-162362,Jeremy Lonsdale,Consumer,14-Nov-19,Michigan,48640,Office Supplies,18-Nov-19,4,7,$24.2
CA-2019-166989,Robert Marley,Home Office,14-Nov-19,New York,10011,Furniture,18-Nov-19,4,2,$69.3
,,,,,,Office Supplies,18-Nov-19,4,2,$11.4
CA-2019-122609,Darren Powers,Consumer,12-Nov-19,Texas,75007,Furniture,18-Nov-19,6,3,$25.1
,,,,,,Technology,18-Nov-19,6,2,$128.0
CA-2019-151078,Roy Französisch,Consumer,12-Nov-19,Texas,78207,Office Supplies,12-Nov-19,0,4,$49.6
CA-2019-151295,Joseph Airdo,Consumer,12-Nov-19,California,90045,Furniture,16-Nov-19,4,3,$629.1
,,,,,,Office Supplies,16-Nov-19,4,2,$12.0
CA-2019-164910,Denise Monton,Corporate,12-Nov-19,North Carolina,28806,Office Supplies,17-Nov-19,5,3,$7.9
US-2019-159618,Darren Budd,Corporate,12-Nov-19,Texas,77036,Furniture,16-Nov-19,4,1,$68.0
,,,,,,Office Supplies,16-Nov-19,4,14,$55.6
,,,,,,Technology,16-Nov-19,4,3,$79.5
CA-2019-105270,Arthur Prichep,Consumer,11-Nov-19,California,90008,Furniture,18-Nov-19,7,1,$112.6
,,,,,,Office Supplies,18-Nov-19,7,3,$30.5
CA-2019-105893,Pete Kriz,Consumer,11-Nov-19,Wisconsin,53711,Office Supplies,18-Nov-19,7,6,$665.9
CA-2019-128524,Mary Zewe,Corporate,11-Nov-19,Washington,98115,Office Supplies,13-Nov-19,2,3,"$2,056.6"
,,,,,,Technology,13-Nov-19,2,7,$102.1
CA-2019-140732,Matt Abelman,Home Office,11-Nov-19,California,90004,Office Supplies,13-Nov-19,2,6,$131.7
,,,,,,Technology,13-Nov-19,2,9,$575.9
CA-2019-155796,Tom Stivers,Corporate,11-Nov-19,Pennsylvania,19601,Furniture,15-Nov-19,4,6,$545.9
CA-2019-163419,Tracy Zic,Consumer,11-Nov-19,Colorado,80027,Furniture,14-Nov-19,3,5,$603.9
,,,,,,Office Supplies,14-Nov-19,3,1,$3.4
,,,,,,Technology,14-Nov-19,3,2,$560.0
CA-2019-165309,Karen Daniels,Consumer,11-Nov-19,Texas,77095,Office Supplies,15-Nov-19,4,22,"$1,249.8"
,,,,,,Technology,15-Nov-19,4,5,$389.7
US-2019-140914,Brosina Hoffman,Consumer,11-Nov-19,Illinois,60653,Furniture,15-Nov-19,4,6,$808.9
US-2019-143287,Kristina Nunn,Home Office,11-Nov-19,New York,10801,Office Supplies,17-Nov-19,6,11,$277.6
CA-2019-121006,Sam Craven,Consumer,10-Nov-19,Michigan,48640,Furniture,16-Nov-19,6,3,$563.9
,,,,,,Office Supplies,16-Nov-19,6,14,$630.9
CA-2019-158372,Ruben Dartt,Consumer,10-Nov-19,California,92037,Furniture,16-Nov-19,6,7,$93.1
,,,,,,Office Supplies,16-Nov-19,6,16,$102.1
,,,,,,Technology,16-Nov-19,6,9,$612.5
CA-2019-103219,Benjamin Farhat,Home Office,09-Nov-19,New York,10035,Furniture,13-Nov-19,4,9,$56.5
CA-2019-144666,Jeremy Pistek,Consumer,09-Nov-19,California,94110,Furniture,11-Nov-19,2,2,$222.7
,,,,,,Office Supplies,11-Nov-19,2,21,$590.9
,,,,,,Technology,11-Nov-19,2,4,$704.0
US-2019-126340,Emily Burns,Consumer,08-Nov-19,California,96003,Technology,14-Nov-19,6,3,$333.6
CA-2019-120278,Maribeth Schnelling,Consumer,07-Nov-19,Wisconsin,54401,Office Supplies,12-Nov-19,5,14,$317.5
CA-2019-123323,Lena Hernandez,Consumer,07-Nov-19,California,94110,Office Supplies,12-Nov-19,5,7,$123.1
CA-2019-123498,Tamara Chand,Corporate,07-Nov-19,Texas,77041,Office Supplies,09-Nov-19,2,6,$100.4
CA-2019-146990,Bart Pistole,Corporate,07-Nov-19,New York,10024,Office Supplies,08-Nov-19,1,7,$36.1
CA-2019-159310,Steven Cartwright,Consumer,07-Nov-19,Texas,77070,Furniture,12-Nov-19,5,4,$683.1
,,,,,,Office Supplies,12-Nov-19,5,10,$42.2
US-2019-139640,Troy Blackwell,Consumer,07-Nov-19,Oregon,97206,Office Supplies,11-Nov-19,4,9,$146.7
CA-2019-120950,George Ashbrook,Consumer,06-Nov-19,Georgia,31907,Office Supplies,11-Nov-19,5,6,$43.7
CA-2019-109134,Deanra Eno,Home Office,05-Nov-19,California,90008,Furniture,10-Nov-19,5,6,$20.0
CA-2019-114251,Maribeth Dona,Consumer,05-Nov-19,Pennsylvania,19143,Furniture,10-Nov-19,5,2,$273.6
,,,,,,Office Supplies,10-Nov-19,5,8,"$1,093.3"
,,,,,,Technology,10-Nov-19,5,7,$110.0
CA-2019-133634,Steven Roelle,Home Office,05-Nov-19,Virginia,22204,Technology,10-Nov-19,5,3,$47.8
US-2019-114377,Barry Gonzalez,Consumer,05-Nov-19,Virginia,23666,Furniture,05-Nov-19,0,5,$149.9
CA-2019-121286,Odella Nelson,Corporate,04-Nov-19,North Carolina,27511,Office Supplies,08-Nov-19,4,8,$66.6
CA-2019-125829,William Brown,Consumer,04-Nov-19,California,90045,Furniture,11-Nov-19,7,4,$573.7
,,,,,,Office Supplies,11-Nov-19,7,6,$41.4
,,,,,,Technology,11-Nov-19,7,11,"$1,114.3"
CA-2019-132227,Sam Zeldin,Home Office,04-Nov-19,New York,10011,Office Supplies,10-Nov-19,6,4,$52.1
CA-2019-149244,MaryBeth Skach,Consumer,04-Nov-19,California,92037,Furniture,08-Nov-19,4,2,$35.3
CA-2019-164973,Nathan Mautz,Home Office,04-Nov-19,New York,10024,Furniture,09-Nov-19,5,1,$135.9
,,,,,,Office Supplies,09-Nov-19,5,1,$43.6
,,,,,,Technology,09-Nov-19,5,12,"$4,627.9"
US-2019-134187,Tiffany House,Corporate,04-Nov-19,California,90805,Office Supplies,11-Nov-19,7,1,$2.9
CA-2019-119529,Denise Monton,Corporate,03-Nov-19,New Jersey,07050,Office Supplies,05-Nov-19,2,2,$5.8
CA-2019-121573,Speros Goranitis,Consumer,03-Nov-19,New York,10009,Office Supplies,07-Nov-19,4,4,$56.8
,,,,,,Technology,07-Nov-19,4,4,$784.0
CA-2019-137589,Maxwell Schwartz,Consumer,03-Nov-19,Pennsylvania,17602,Office Supplies,08-Nov-19,5,3,$286.3
CA-2019-146731,Annie Thurman,Consumer,03-Nov-19,Tennessee,37211,Office Supplies,08-Nov-19,5,11,$147.3
CA-2019-153619,Tracy Collins,Home Office,03-Nov-19,California,90049,Office Supplies,03-Nov-19,0,4,$6.7
CA-2019-155593,Resi Pölking,Consumer,03-Nov-19,Connecticut,06824,Office Supplies,08-Nov-19,5,3,$11.6
CA-2019-165764,Shahid Hopkins,Consumer,03-Nov-19,North Carolina,28540,Furniture,07-Nov-19,4,9,"$1,355.4"
,,,,,,Office Supplies,07-Nov-19,4,9,$40.3
US-2019-124625,Stephanie Phelps,Corporate,03-Nov-19,Nebraska,68104,Technology,07-Nov-19,4,3,$90.0
CA-2019-107454,Roger Demir,Consumer,02-Nov-19,New York,10024,Furniture,06-Nov-19,4,6,$89.3
,,,,,,Office Supplies,06-Nov-19,4,7,$34.9
CA-2019-115889,Shahid Hopkins,Consumer,02-Nov-19,California,94122,Office Supplies,06-Nov-19,4,2,$362.9
,,,,,,Technology,06-Nov-19,4,2,$46.4
CA-2019-120670,Julie Kriz,Home Office,02-Nov-19,Florida,33311,Technology,06-Nov-19,4,10,$799.9
CA-2019-129147,Liz Carlisle,Consumer,02-Nov-19,Ohio,44256,Office Supplies,06-Nov-19,4,3,$19.2
,,,,,,Technology,06-Nov-19,4,13,$590.2
CA-2019-134726,Steven Ward,Corporate,02-Nov-19,Washington,98115,Technology,07-Nov-19,5,3,$94.7
CA-2019-148782,Patrick O'Brill,Consumer,02-Nov-19,Texas,75061,Technology,07-Nov-19,5,3,$88.8
CA-2019-102673,Ken Heidel,Corporate,01-Nov-19,North Carolina,28205,Office Supplies,05-Nov-19,4,20,$65.6
,,,,,,Technology,05-Nov-19,4,9,$978.8
CA-2019-114195,Erin Ashbrook,Corporate,01-Nov-19,Ohio,45040,Furniture,03-Nov-19,2,2,$68.7
,,,,,,Office Supplies,03-Nov-19,2,5,$25.6
CA-2019-126907,Suzanne McNair,Corporate,01-Nov-19,Illinois,60610,Office Supplies,08-Nov-19,7,3,$15.7
CA-2019-134313,Russell Applegate,Consumer,01-Nov-19,Colorado,80219,Office Supplies,07-Nov-19,6,3,$43.2
,,,,,,Technology,07-Nov-19,6,4,"$1,984.0"
CA-2019-139423,Deirdre Greer,Corporate,01-Nov-19,New Jersey,07050,Office Supplies,05-Nov-19,4,2,$76.1
CA-2019-148915,Natalie DeCherney,Consumer,01-Nov-19,Oregon,97206,Office Supplies,05-Nov-19,4,5,$443.9
,,,,,,Technology,05-Nov-19,4,3,$156.0
CA-2019-152562,Jack O'Briant,Corporate,01-Nov-19,Kentucky,40475,Office Supplies,08-Nov-19,7,5,$75.2
CA-2019-168305,Paul Lucas,Home Office,01-Nov-19,California,90049,Office Supplies,08-Nov-19,7,8,$65.8
US-2019-137155,Daniel Lacy,Consumer,01-Nov-19,New York,11561,Furniture,05-Nov-19,4,6,$31.7
,,,,,,Office Supplies,05-Nov-19,4,6,$701.9
CA-2019-106439,Greg Guthrie,Corporate,31-Oct-19,California,90049,Furniture,04-Nov-19,4,3,$146.4
,,,,,,Office Supplies,04-Nov-19,4,33,$609.7
,,,,,,Technology,04-Nov-19,4,9,$251.9
CA-2019-108609,Anthony Jacobs,Corporate,31-Oct-19,Ohio,44052,Furniture,02-Nov-19,2,8,"$1,421.7"
CA-2019-145387,Anne McFarland,Consumer,31-Oct-19,Rhode Island,02920,Furniture,02-Nov-19,2,11,"$2,023.0"
,,,,,,Office Supplies,02-Nov-19,2,9,$93.5
US-2019-120313,Nancy Lomonaco,Home Office,31-Oct-19,California,94110,Technology,02-Nov-19,2,2,$73.6
US-2019-167262,Amy Cox,Consumer,31-Oct-19,Arizona,85323,Technology,03-Nov-19,3,8,$742.3
CA-2019-154627,Sue Ann Reed,Consumer,29-Oct-19,Illinois,60610,Technology,31-Oct-19,2,6,"$2,736.0"
CA-2019-166590,Noah Childs,Corporate,29-Oct-19,Indiana,47201,Office Supplies,02-Nov-19,4,2,$75.9
,,,,,,Technology,02-Nov-19,4,2,$2.0
CA-2019-101931,Todd Sumrall,Corporate,28-Oct-19,California,90049,Furniture,31-Oct-19,3,6,$617.0
,,,,,,Office Supplies,31-Oct-19,3,11,$635.6
CA-2019-107769,Bill Tyler,Corporate,28-Oct-19,Kansas,67846,Technology,01-Nov-19,4,2,$258.0
CA-2019-148285,Ross DeVincentis,Home Office,27-Oct-19,North Carolina,28314,Office Supplies,01-Nov-19,5,5,$22.3
CA-2019-162278,Angele Hood,Consumer,26-Oct-19,Washington,98105,Furniture,30-Oct-19,4,4,$63.9
,,,,,,Technology,30-Oct-19,4,5,$384.0
CA-2019-139542,Evan Henry,Consumer,25-Oct-19,Pennsylvania,19120,Office Supplies,29-Oct-19,4,3,$13.7
,,,,,,Technology,29-Oct-19,4,3,$40.8
US-2019-158400,Aaron Hawkins,Corporate,25-Oct-19,California,94109,Office Supplies,28-Oct-19,3,4,$49.4
CA-2019-108707,Daniel Byrd,Home Office,24-Oct-19,Florida,33311,Office Supplies,29-Oct-19,5,2,$10.4
CA-2019-113047,Arthur Prichep,Consumer,24-Oct-19,South Carolina,29730,Office Supplies,24-Oct-19,0,3,$11.9
CA-2019-130729,Allen Armold,Consumer,24-Oct-19,California,91730,Office Supplies,29-Oct-19,5,3,$34.3
CA-2019-110072,Maureen Gastineau,Home Office,22-Oct-19,Ohio,43055,Furniture,28-Oct-19,6,4,$93.9
CA-2019-151967,Nicole Brennan,Corporate,22-Oct-19,Louisiana,71111,Furniture,26-Oct-19,4,4,$129.9
CA-2019-100916,Frank Hawley,Corporate,21-Oct-19,Virginia,23602,Furniture,26-Oct-19,5,4,$591.3
,,,,,,Office Supplies,26-Oct-19,5,6,$197.5
CA-2019-142587,Tracy Blumstein,Consumer,21-Oct-19,Ohio,45014,Furniture,22-Oct-19,1,3,$409.6
,,,,,,Office Supplies,22-Oct-19,1,4,$121.8
CA-2019-169852,Sylvia Foulston,Corporate,21-Oct-19,California,92024,Office Supplies,26-Oct-19,5,3,$36.4
CA-2019-137092,Lindsay Shagiari,Home Office,20-Oct-19,Illinois,60653,Office Supplies,22-Oct-19,2,6,$542.2
,,,,,,Technology,22-Oct-19,2,4,$320.0
CA-2019-146703,Patrick O'Donnell,Consumer,20-Oct-19,Michigan,48185,Office Supplies,25-Oct-19,5,4,$212.0
CA-2019-169684,Fred Hopkins,Corporate,20-Oct-19,Tennessee,37918,Furniture,23-Oct-19,3,3,$328.6
,,,,,,Office Supplies,23-Oct-19,3,3,$98.4
CA-2019-100867,Eugene Hildebrand,Home Office,19-Oct-19,California,90712,Technology,24-Oct-19,5,6,$321.6
CA-2019-117317,Jeremy Farry,Consumer,19-Oct-19,California,90032,Office Supplies,19-Oct-19,0,3,$13.4
CA-2019-155264,Rachel Payne,Corporate,19-Oct-19,California,94110,Office Supplies,22-Oct-19,3,15,$188.5
,,,,,,Technology,22-Oct-19,3,3,$117.6
CA-2019-110408,Alan Schoenberger,Corporate,18-Oct-19,Alabama,36116,Furniture,20-Oct-19,2,6,$545.9
,,,,,,Office Supplies,20-Oct-19,2,3,$276.0
,,,,,,Technology,20-Oct-19,2,5,"$1,395.0"
CA-2019-115084,Luke Schmidt,Corporate,18-Oct-19,Arkansas,71854,Furniture,22-Oct-19,4,6,$605.3
CA-2019-138450,Edward Hooks,Corporate,18-Oct-19,Pennsylvania,19134,Office Supplies,22-Oct-19,4,16,$249.5
CA-2019-143168,Ivan Gibson,Consumer,18-Oct-19,Washington,98103,Office Supplies,23-Oct-19,5,3,$63.3
CA-2019-103086,Evan Bailliet,Consumer,17-Oct-19,Texas,77095,Furniture,19-Oct-19,2,2,$5.3
CA-2019-124394,Tracy Blumstein,Consumer,17-Oct-19,Texas,77705,Office Supplies,22-Oct-19,5,5,$10.8
,,,,,,Technology,22-Oct-19,5,3,$120.0
US-2019-109456,Lynn Smith,Consumer,16-Oct-19,California,94110,Office Supplies,17-Oct-19,1,3,$14.4
,,,,,,Technology,17-Oct-19,1,3,$180.0
CA-2019-143182,Dan Lawera,Consumer,15-Oct-19,Florida,33012,Furniture,20-Oct-19,5,1,$15.4
US-2019-122021,Anna Chung,Consumer,15-Oct-19,Ohio,44134,Furniture,17-Oct-19,2,2,$183.4
,,,,,,Office Supplies,17-Oct-19,2,2,$8.0
CA-2019-151330,Toby Carlisle,Consumer,14-Oct-19,Massachusetts,02149,Furniture,17-Oct-19,3,9,"$1,628.8"
,,,,,,Office Supplies,17-Oct-19,3,7,$79.5
,,,,,,Technology,17-Oct-19,3,3,$177.0
CA-2019-163748,Hunter Glantz,Consumer,14-Oct-19,Texas,76106,Office Supplies,18-Oct-19,4,4,$3.2
,,,,,,Technology,18-Oct-19,4,5,"$2,000.0"
US-2019-146353,Jim Epp,Corporate,14-Oct-19,New Hampshire,03301,Office Supplies,16-Oct-19,2,9,$292.8
US-2019-151015,Bradley Drucker,Consumer,14-Oct-19,Illinois,60653,Office Supplies,20-Oct-19,6,20,$344.3
CA-2019-123316,Sibella Parks,Corporate,13-Oct-19,New York,10550,Office Supplies,17-Oct-19,4,3,$7.8
CA-2019-132010,Michelle Arnett,Home Office,13-Oct-19,Virginia,23223,Office Supplies,15-Oct-19,2,12,$366.8
,,,,,,Technology,15-Oct-19,2,2,$23.0
CA-2019-151995,Zuschuss Carroll,Consumer,13-Oct-19,Washington,98026,Furniture,15-Oct-19,2,5,"$1,298.6"
,,,,,,Office Supplies,15-Oct-19,2,8,$225.4
,,,,,,Technology,15-Oct-19,2,2,$25.8
CA-2019-164742,Marina Lichtenstein,Corporate,13-Oct-19,New Jersey,08701,Furniture,18-Oct-19,5,2,$246.0
,,,,,,Office Supplies,18-Oct-19,5,1,$18.9
CA-2019-139451,Duane Noonan,Consumer,12-Oct-19,California,94122,Office Supplies,16-Oct-19,4,6,$36.3
US-2019-154655,Barry Pond,Corporate,12-Oct-19,Illinois,60623,Office Supplies,17-Oct-19,5,2,$22.2
CA-2019-114314,Dorothy Badders,Corporate,11-Oct-19,Arkansas,72701,Furniture,15-Oct-19,4,4,$8.9
,,,,,,Office Supplies,15-Oct-19,4,1,$7.3
CA-2019-116834,Dean percer,Home Office,11-Oct-19,Washington,98115,Furniture,16-Oct-19,5,11,$63.5
,,,,,,Technology,16-Oct-19,5,5,$345.0
CA-2019-128538,Alan Shonely,Consumer,11-Oct-19,California,90278,Office Supplies,15-Oct-19,4,1,$7.6
CA-2019-157924,Helen Andreada,Consumer,11-Oct-19,California,91104,Furniture,13-Oct-19,2,2,$433.6
,,,,,,Office Supplies,13-Oct-19,2,4,$31.9
US-2019-126571,Jill Fjeld,Consumer,11-Oct-19,Pennsylvania,19120,Office Supplies,15-Oct-19,4,5,$483.3
CA-2019-103492,Craig Molinari,Corporate,10-Oct-19,Texas,77340,Office Supplies,15-Oct-19,5,6,$12.9
,,,,,,Technology,15-Oct-19,5,13,"$1,475.9"
CA-2019-140403,Tanja Norvell,Home Office,10-Oct-19,California,95336,Furniture,10-Oct-19,0,3,$122.4
,,,,,,Office Supplies,10-Oct-19,0,2,$15.3
CA-2019-150329,Shirley Daniels,Home Office,10-Oct-19,Arizona,85023,Furniture,14-Oct-19,4,7,$46.9
US-2019-105137,Richard Bierner,Consumer,10-Oct-19,Ohio,43229,Office Supplies,10-Oct-19,0,2,$18.3
,,,,,,Technology,10-Oct-19,0,2,$102.0
US-2019-134054,Fred Chung,Corporate,10-Oct-19,New Mexico,87105,Office Supplies,10-Oct-19,0,7,$255.9
CA-2019-137911,Bart Pistole,Corporate,09-Oct-19,North Carolina,28540,Office Supplies,15-Oct-19,6,2,$88.8
CA-2019-138240,Shirley Jackson,Consumer,09-Oct-19,California,94122,Office Supplies,14-Oct-19,5,3,$144.6
,,,,,,Technology,14-Oct-19,5,1,$16.0
CA-2019-119977,Duane Noonan,Consumer,08-Oct-19,New York,10011,Office Supplies,13-Oct-19,5,4,$123.9
CA-2019-142951,Jack Garza,Consumer,08-Oct-19,North Carolina,28205,Technology,08-Oct-19,0,3,$23.5
CA-2019-117429,Mathew Reese,Home Office,07-Oct-19,Pennsylvania,19140,Furniture,13-Oct-19,6,5,$129.9
CA-2019-132801,John Grady,Corporate,07-Oct-19,Texas,75217,Office Supplies,12-Oct-19,5,10,$107.4
CA-2019-109680,Victoria Pisteka,Corporate,06-Oct-19,Indiana,46203,Office Supplies,09-Oct-19,3,2,$386.3
CA-2019-110611,Joy Daniels,Consumer,06-Oct-19,Pennsylvania,19120,Office Supplies,13-Oct-19,7,5,$83.9
CA-2019-132542,Alice McCarthy,Corporate,06-Oct-19,Nebraska,68104,Office Supplies,08-Oct-19,2,2,$15.4
CA-2019-134677,Xylona Preis,Consumer,06-Oct-19,California,92024,Technology,10-Oct-19,4,3,$9.1
CA-2019-152233,Keith Herrera,Consumer,05-Oct-19,California,91767,Technology,06-Oct-19,1,2,$100.0
CA-2019-152422,Brian Derr,Consumer,05-Oct-19,Ohio,43229,Office Supplies,10-Oct-19,5,5,$91.9
CA-2019-102085,Joy Daniels,Consumer,04-Oct-19,Washington,98115,Office Supplies,09-Oct-19,5,4,$29.2
CA-2019-153479,David Flashing,Consumer,04-Oct-19,California,94591,Office Supplies,08-Oct-19,4,7,$110.1
CA-2019-166891,Chris Cortes,Consumer,04-Oct-19,New York,10024,Furniture,06-Oct-19,2,5,$589.4
CA-2019-108903,Denny Ordway,Consumer,03-Oct-19,Ohio,43229,Office Supplies,03-Oct-19,0,7,$70.5
,,,,,,Technology,03-Oct-19,0,3,$142.5
CA-2019-120775,Russell D'Ascenzo,Consumer,03-Oct-19,Texas,75217,Furniture,07-Oct-19,4,3,$31.8
,,,,,,Office Supplies,07-Oct-19,4,12,$26.1
CA-2019-153976,Beth Paige,Consumer,03-Oct-19,Illinois,60201,Furniture,08-Oct-19,5,3,$258.3
CA-2019-157882,Allen Rosenblatt,Corporate,03-Oct-19,California,90036,Furniture,08-Oct-19,5,4,$265.8
US-2019-155817,Sara Luxemburg,Home Office,03-Oct-19,North Carolina,27707,Office Supplies,09-Oct-19,6,5,$67.8
CA-2019-108189,Erin Smith,Corporate,02-Oct-19,Arizona,85281,Office Supplies,05-Oct-19,3,12,$42.2
,,,,,,Technology,05-Oct-19,3,6,$555.9
US-2019-132745,Neil Französisch,Home Office,01-Oct-19,Nevada,89502,Office Supplies,05-Oct-19,4,1,$4.7
CA-2019-102008,Russell Applegate,Consumer,30-Sept-19,New York,10011,Office Supplies,04-Oct-19,4,1,$48.9
CA-2019-137351,Doug Bickford,Consumer,30-Sept-19,Washington,98105,Office Supplies,04-Oct-19,4,7,$43.2
CA-2019-140886,Kelly Williams,Consumer,30-Sept-19,Tennessee,37042,Office Supplies,04-Oct-19,4,6,$69.2
CA-2019-141649,Dario Medina,Corporate,30-Sept-19,Ohio,45014,Office Supplies,30-Sept-19,0,6,$795.4
CA-2019-159478,Maya Herman,Corporate,30-Sept-19,New York,10035,Furniture,06-Oct-19,6,3,$15.2
US-2019-167633,Ben Wallace,Consumer,30-Sept-19,Florida,33437,Office Supplies,05-Oct-19,5,3,$15.6
